#time,accel_x,accel_y,accel_z
1126.133486,-76.589155,-689.302399,10416.125148
1126.133785,-229.767466,-689.302399,10416.125148
1126.134083,153.178311,-689.302399,10262.946837
1126.134382,306.356622,-229.767466,10033.179370
1126.134689,1991.318043,-382.945777,10262.946837
1126.134987,4901.705952,-229.767466,9880.001059
1126.135285,8807.752882,-76.589155,9420.466126
1126.135583,12484.032346,-76.589155,9650.233593
1126.135882,17538.916609,153.178311,8807.752882
1126.136180,18917.521408,153.178311,9267.287815
1126.136478,21368.374384,153.178311,9267.287815
1126.136776,20066.358741,919.069866,9803.411904
1126.137092,18994.110564,2297.674665,9650.233593
1126.137391,18611.164786,1838.139732,8960.931193
1126.137689,15624.187722,1378.604799,9650.233593
1126.137988,14858.296167,1378.604799,10416.125148
1126.138286,15777.366033,153.178311,10416.125148
1126.138585,20525.893674,919.069866,10569.303459
1126.138883,26729.615269,765.891555,9573.644437
1126.139182,29563.414023,-229.767466,8424.807105
1126.139496,24814.886382,-2374.263820,10109.768526
1126.139795,18151.629853,-4901.705952,14628.528700
1126.140094,11335.195014,-4825.116796,15700.776877
1126.140392,7888.683016,-1761.550576,14322.172078
1126.140691,4748.527641,-76.589155,14322.172078
1126.140990,765.891555,-76.589155,15547.598566
1126.141289,1838.139732,1991.318043,16543.257588
1126.141587,7046.202306,4595.349330,14475.350389
1126.141864,15164.652789,7122.791461,10416.125148
1126.142166,19606.823808,6816.434839,9726.822748
1126.142467,22440.622561,3829.457775,8195.039638
1126.142769,23053.335805,-76.589155,6816.434839
1126.143070,21981.087628,-3599.690308,6510.078217
1126.143372,19606.823808,-8884.342038,7735.504705
1126.143674,15471.009411,-11258.605858,9114.109504
1126.143975,12024.497413,-9726.822748,8731.163727
1126.144275,5361.240885,-5973.954129,10416.125148
1126.144574,-536.124088,-2527.442131,12254.264880
1126.144873,-3829.457775,1531.783110,12713.799813
1126.145172,-4978.295107,5591.008351,11105.427547
1126.145471,-8577.985416,7888.683016,11335.195014
1126.145771,-10799.070925,3676.279464,11641.551636
1126.146070,-8424.807105,-3293.333686,12254.264880
1126.146369,459.534933,-5667.597507,8807.752882
1126.146676,8807.752882,-6280.310751,4135.814397
1126.146975,6586.667373,-7046.202306,6356.899906
1126.147275,2833.798753,-6893.023995,9880.001059
1126.147574,-1302.015643,-2680.620442,13632.869679
1126.147873,-3982.636086,2757.209598,14551.939545
1126.148172,-8424.807105,6356.899906,12943.567279
1126.148472,-12866.978124,4442.171019,14934.885322
