#time,accel_x,accel_y,accel_z
1201.036931,-229.767466,-689.302399,10492.714303
1201.037229,-76.589155,-689.302399,10262.946837
1201.037527,-382.945777,-689.302399,10569.303459
1201.037825,-229.767466,-842.480710,10262.946837
1201.038123,-76.589155,-995.659021,10339.535992
1201.038438,-536.124088,-995.659021,10186.357681
1201.038736,-229.767466,-1148.837332,10262.946837
1201.039035,-382.945777,-1302.015643,10339.535992
1201.039334,-229.767466,-842.480710,10262.946837
1201.039632,-76.589155,-995.659021,10262.946837
1201.039931,-0.000000,-536.124088,10416.125148
1201.040230,1991.318043,-536.124088,10186.357681
1201.040528,4901.705952,-382.945777,9880.001059
1201.040840,8654.574571,-76.589155,9497.055282
1201.041137,12790.388968,-76.589155,9497.055282
1201.041433,17538.916609,306.356622,9037.520349
1201.041730,19453.645497,459.534933,9267.287815
1201.042027,21827.909317,153.178311,9267.287815
1201.042323,21291.785229,919.069866,9573.644437
1201.042620,20066.358741,2450.852976,9190.698660
1201.042917,18917.521408,1684.961421,9267.287815
1201.043216,14858.296167,1531.783110,10262.946837
1201.043519,13862.637145,1072.248177,10722.481770
1201.043821,14705.117856,459.534933,10799.070925
1201.044124,20066.358741,919.069866,10492.714303
1201.044427,26729.615269,1378.604799,9267.287815
1201.044729,27801.863446,-229.767466,8654.574571
1201.045032,23895.816516,-2374.263820,10722.481770
1201.045335,17232.559987,-4901.705952,15241.241944
1201.045642,12790.388968,-3599.690308,15394.420255
1201.045938,9956.590215,-842.480710,13709.458834
1201.046233,5973.954129,765.891555,14015.815456
1201.046529,2986.977064,765.891555,14628.528700
1201.046825,3446.511997,1838.139732,15394.420255
1201.047121,7582.326394,3676.279464,13862.637145
1201.047417,13249.923901,4135.814397,11182.016703
1201.047713,18457.986475,4442.171019,10262.946837
1201.048034,24048.994827,3523.101153,8041.861327
1201.048331,30022.948956,612.713244,6127.132440
1201.048628,32397.212776,-2680.620442,5744.186662
1201.048925,34618.298286,-6739.845684,6356.899906
1201.049222,34158.763353,-9190.698660,7046.202306
1201.049519,30865.429666,-9037.520349,8041.861327
1201.049816,24814.886382,-5820.775818,9803.411904
1201.050113,18304.808164,-3140.155375,12560.621502
1201.050461,11871.319102,306.356622,14551.939545
1201.050756,7582.326394,4135.814397,14475.350389
1201.051051,1838.139732,5437.830040,11871.319102
1201.051345,-995.659021,3829.457775,12101.086569
1201.051640,3140.155375,-1914.728887,10875.660081
1201.051935,7582.326394,-4518.760174,10722.481770
1201.052230,13709.458834,-4518.760174,10799.070925
1201.052525,21827.909317,-2374.263820,7735.504705
1201.052838,31784.499532,3982.636086,5361.240885
1201.053134,31937.677843,6663.256528,4748.527641
1201.053430,26270.080336,6663.256528,6816.434839
1201.053726,6739.845684,-1761.550576,14322.172078
1201.054022,-5744.186662,-6586.667373,17692.094920
1201.054318,-13173.334746,-9650.233593,17768.684076
1201.054614,-16696.435899,-5973.954129,13173.334746
1201.054910,-16849.614210,-6280.310751,11564.962480
1201.055210,-13326.513057,-7352.558928,13096.745590
1201.055510,459.534933,-3293.333686,11411.784169
1201.055810,10109.768526,2297.674665,9573.644437
1201.056110,19606.823808,5131.473418,9650.233593
1201.056410,21674.731006,8654.574571,7275.969772
1201.056710,23053.335805,13326.513057,6816.434839
1201.057010,12790.388968,11947.908258,9726.822748
1201.057310,2144.496354,9420.466126,8041.861327
1201.057617,-10339.535992,4595.349330,12024.497413
1201.057918,-22976.746650,-4059.225241,15088.063633
1201.058219,-27418.917669,-7352.558928,14015.815456
1201.058520,-23129.924961,-9037.520349,16083.722655
1201.058821,-6816.434839,-10339.535992,9880.001059
1201.059122,9956.590215,-11718.140791,5820.775818
1201.059423,20525.893674,-8271.628794,7888.683016
1201.059724,31631.321221,-5820.775818,6280.310751
1201.060004,34771.476597,-536.124088,2833.798753
1201.060309,31324.964599,5131.473418,2910.387909
1201.060614,19606.823808,5131.473418,3293.333686
1201.060919,-2450.852976,2297.674665,9343.876971
1201.061224,-23283.103272,306.356622,18304.808164
1201.061529,-32933.336865,-2374.263820,15164.652789
1201.061835,-38064.810283,-689.302399,15394.420255
1201.062140,-33775.817575,-2067.907198,17079.381676
1201.062441,-23436.281583,-5361.240885,15011.474478
1201.062737,-10033.179370,-4059.225241,16849.614210
1201.063032,9956.590215,-1302.015643,11641.551636
1201.063327,25733.956248,-229.767466,5514.419196
1201.063622,31171.786288,612.713244,5744.186662
1201.063917,35231.011530,-842.480710,4978.295107
1201.064212,25274.421315,-995.659021,3369.922842
1201.064507,13249.923901,-76.589155,7275.969772
1201.064824,-76.589155,-1761.550576,7275.969772
1201.065122,-14322.172078,-1302.015643,9803.411904
1201.065419,-22364.033406,153.178311,17768.684076
