freq,z,temp
5164413.69991,5.00000,18.530
5164423.11271,5.00000,18.525
5164412.61993,5.00000,18.514
5164422.57272,5.00000,18.517
5164412.34994,5.00000,18.522
5164444.13382,5.00000,18.517
5164438.32969,5.00000,18.522
5164420.22844,5.00000,18.538
5164426.37698,5.00000,18.547
5164429.45126,5.00000,18.538
5164452.68449,5.00000,18.547
5164427.40586,5.00000,18.547
5164414.76651,5.00000,18.557
5164386.75074,5.00000,18.547
5164394.43891,5.00000,18.557
5164435.17828,5.00000,18.547
5164455.54801,5.00000,18.552
5164465.73289,5.00000,18.547
5164486.02453,5.00000,18.549
5164459.27509,5.00000,18.547
5164445.90035,5.00000,18.541
5164460.90905,5.00000,18.538
5164446.71733,5.00000,18.528
5164461.31755,5.00000,18.522
5164431.72239,5.00000,18.520
5164416.92479,5.00000,18.509
5164424.72515,5.00000,18.495
5164450.32143,5.00000,18.487
5164441.42351,5.00000,18.487
5164421.77536,5.00000,18.495
5164427.15044,5.00000,18.487
5164414.63881,5.00000,18.492
5164423.58216,5.00000,18.503
5164449.74994,5.00000,18.511
5164441.13776,5.00000,18.509
5164421.63248,5.00000,18.506
5164427.07900,5.00000,18.511
5164414.60309,5.00000,18.506
5164423.56430,5.00000,18.503
5164449.74101,5.00000,18.501
5164441.13330,5.00000,18.495
5164458.52552,5.00000,18.517
5164430.32638,5.00000,18.522
5164431.42596,5.00000,18.538
5164453.67184,5.00000,18.533
5164443.09872,5.00000,18.541
5164422.61296,5.00000,18.541
5164412.37006,5.00000,18.530
5164444.14388,5.00000,18.520
5164438.33472,5.00000,18.522
5164435.43014,5.00000,18.536
5164418.77866,5.00000,18.530
5164425.65209,5.00000,18.511
5164450.78490,5.00000,18.517
5164426.45606,5.00000,18.528
5164414.29161,5.00000,18.528
5164408.20938,5.00000,18.533
5164420.36744,5.00000,18.525
5164448.14257,5.00000,18.530
5164440.33408,5.00000,18.520
5164436.42982,5.00000,18.520
5164419.27850,5.00000,18.498
5164410.70283,5.00000,18.492
5164421.61417,5.00000,18.506
5164448.76594,5.00000,18.517
5164462.34185,5.00000,18.511
5164432.23455,5.00000,18.501
5164417.18086,5.00000,18.503
5164424.85319,5.00000,18.525
5164413.49018,5.00000,18.522
5164444.70394,5.00000,18.506
5164438.61475,5.00000,18.506
5164420.37097,5.00000,18.501
5164411.24906,5.00000,18.509
5164421.88729,5.00000,18.506
5164448.90250,5.00000,18.503
5164462.41013,5.00000,18.509
5164484.36315,5.00000,18.517
5164443.24522,5.00000,18.522
5164459.58148,5.00000,18.517
5164482.94882,5.00000,18.517
5164457.73723,5.00000,18.520
5164429.93223,5.00000,18.528
5164431.22889,5.00000,18.530
5164453.57331,5.00000,18.528
5164443.04945,5.00000,18.533
5164459.48360,5.00000,18.544
5164446.00460,5.00000,18.544
5164424.06590,5.00000,18.547
5164449.99181,5.00000,18.547
5164441.25870,5.00000,18.547
5164458.58822,5.00000,18.555
5164445.55691,5.00000,18.552
5164439.04124,5.00000,18.560
5164420.58422,5.00000,18.557
5164426.55487,5.00000,18.565
5164451.23630,5.00000,18.568
5164463.57703,5.00000,18.568
5164432.85214,5.00000,18.549
5164417.48966,5.00000,18.549
5164409.80840,5.00000,18.541
5164405.96777,5.00000,18.536
5164419.24663,5.00000,18.530
5164447.58217,5.00000,18.525
5164424.85469,5.00000,18.530
5164428.69011,5.00000,18.522
5164415.40864,5.00000,18.536
5164408.76789,5.00000,18.525
5164420.64670,5.00000,18.522
5164448.28220,5.00000,18.525
5164440.40389,5.00000,18.522
5164421.26555,5.00000,18.514
5164426.89554,5.00000,18.509
5164414.51135,5.00000,18.492
5164445.21452,5.00000,18.511
5164438.87005,5.00000,18.520
5164420.49862,5.00000,18.520
5164411.31289,5.00000,18.522
5164443.61529,5.00000,18.528
5164459.76652,5.00000,18.528
5164430.94688,5.00000,18.514
5164416.53703,5.00000,18.522
5164409.33209,5.00000,18.506
5164420.92880,5.00000,18.514
5164448.42325,5.00000,18.509
5164425.27523,5.00000,18.490
5164413.70120,5.00000,18.506
5164423.11336,5.00000,18.509
5164449.51553,5.00000,18.492
5164462.71665,5.00000,18.501
5164432.42195,5.00000,18.503
5164417.27456,5.00000,18.487
5164424.90004,5.00000,18.492
5164450.40888,5.00000,18.498
5164463.16332,5.00000,18.487
5164484.73974,5.00000,18.501
5164458.63270,5.00000,18.511
5164467.27524,5.00000,18.498
5164471.59652,5.00000,18.495
5164436.86189,5.00000,18.492
5164434.69373,5.00000,18.490
5164418.41046,5.00000,18.490
5164447.16408,5.00000,18.487
5164439.84483,5.00000,18.490
5164436.18520,5.00000,18.503
5164419.15619,5.00000,18.514
5164447.53695,5.00000,18.511
5164424.83208,5.00000,18.509
5164428.67881,5.00000,18.511
5164430.60218,5.00000,18.498
5164453.25995,5.00000,18.501
5164442.89277,5.00000,18.501
5164422.50999,5.00000,18.495
5164427.51776,5.00000,18.498
5164414.82247,5.00000,18.498
5164423.67399,5.00000,18.511
5164449.79585,5.00000,18.509
5164462.85681,5.00000,18.520
5164469.38730,5.00000,18.509
5164435.75728,5.00000,18.509
5164434.14142,5.00000,18.509
5164455.02958,5.00000,18.498
5164465.47368,5.00000,18.495
5164412.10438,5.00000,18.509
5164407.11576,5.00000,18.495
5164404.62145,5.00000,18.501
5164418.57347,5.00000,18.514
5164447.24559,5.00000,18.501
5164424.68640,5.00000,18.506
5164428.60597,5.00000,18.511
5164452.26185,5.00000,18.522
5164442.39372,5.00000,18.509
5164459.15574,5.00000,18.520
5164408.94540,5.00000,18.520
5164405.53627,5.00000,18.528
5164419.03088,5.00000,18.533
5164447.47430,5.00000,18.536
5164461.69603,5.00000,18.541
5164410.21555,5.00000,18.538
5164406.17134,5.00000,18.536
5164419.34842,5.00000,18.536
5164410.73779,5.00000,18.530
5164443.32774,5.00000,18.517
5164459.62275,5.00000,18.533
5164446.07418,5.00000,18.530
5164439.29988,5.00000,18.520
5164435.91272,5.00000,18.525
5164434.21914,5.00000,18.528
5164418.17316,5.00000,18.536
5164425.34934,5.00000,18.533
5164413.73826,5.00000,18.528
5164407.93270,5.00000,18.522
5164420.22910,5.00000,18.517
5164448.07341,5.00000,18.522
5164425.10031,5.00000,18.522
5164428.81292,5.00000,18.517
5164415.47005,5.00000,18.522
5164423.99778,5.00000,18.520
5164449.95775,5.00000,18.528
5164462.93776,5.00000,18.525
5164432.53250,5.00000,18.520
5164417.32984,5.00000,18.528
5164424.92768,5.00000,18.511
5164428.72661,5.00000,18.514
5164452.32217,5.00000,18.506
5164442.42388,5.00000,18.503
5164422.27554,5.00000,18.503
5164412.20135,5.00000,18.506
5164422.36343,5.00000,18.501
5164449.14057,5.00000,18.492
5164440.83308,5.00000,18.495
5164421.48014,5.00000,18.501
5164448.69893,5.00000,18.506
5164440.61226,5.00000,18.509
5164421.36973,5.00000,18.506
5164411.74844,5.00000,18.492
5164422.13698,5.00000,18.492
5164449.02735,5.00000,18.490
5164425.57728,5.00000,18.498
5164429.05141,5.00000,18.495
5164452.48457,5.00000,18.503
5164464.20117,5.00000,18.501
5164448.36339,5.00000,18.506
5164425.24530,5.00000,18.490
5164428.88542,5.00000,18.498
5164415.50630,5.00000,18.501
5164424.01591,5.00000,18.501
5164449.96681,5.00000,18.506
5164426.04702,5.00000,18.498
5164414.08709,5.00000,18.509
5164423.30630,5.00000,18.509
5164449.61201,5.00000,18.520
5164462.76489,5.00000,18.530
5164484.54053,5.00000,18.538
5164443.33391,5.00000,18.541
5164437.92974,5.00000,18.536
5164456.92374,5.00000,18.520
5164444.72467,5.00000,18.530
5164460.32121,5.00000,18.520
5164431.22423,5.00000,18.536
5164431.87489,5.00000,18.528
5164453.89631,5.00000,18.538
5164428.01177,5.00000,18.552
5164430.26866,5.00000,18.555
5164416.19792,5.00000,18.560
5164409.16253,5.00000,18.552
5164442.54011,5.00000,18.560
5164437.53284,5.00000,18.563
5164456.72529,5.00000,18.555
5164429.42626,5.00000,18.544
5164430.97591,5.00000,18.541
5164416.55154,5.00000,18.536
5164446.23462,5.00000,18.541
5164439.38010,5.00000,18.533
5164457.64893,5.00000,18.541
5164481.98254,5.00000,18.538
5164442.05491,5.00000,18.549
5164458.98633,5.00000,18.536
5164430.55679,5.00000,18.533
5164431.54117,5.00000,18.528
5164416.83418,5.00000,18.528
5164409.48067,5.00000,18.536
5164421.00309,5.00000,18.528
5164448.46040,5.00000,18.520
5164462.18908,5.00000,18.520
5164447.35735,5.00000,18.525
5164424.74228,5.00000,18.522
5164428.63391,5.00000,18.533
5164452.27582,5.00000,18.530
5164427.20152,5.00000,18.533
5164414.66435,5.00000,18.541
5164445.29102,5.00000,18.541
5164438.90830,5.00000,18.536
5164472.61221,5.00000,18.544
5164437.36974,5.00000,18.538
5164434.94765,5.00000,18.533
5164455.43269,5.00000,18.538
5164428.77996,5.00000,18.536
5164415.45357,5.00000,18.549
5164408.79036,5.00000,18.547
5164405.45875,5.00000,18.549
5164418.99212,5.00000,18.560
5164447.45492,5.00000,18.555
5164439.99025,5.00000,18.552
5164436.25791,5.00000,18.560
5164419.19255,5.00000,18.557
5164447.55513,5.00000,18.547
5164461.73645,5.00000,18.560
5164431.93185,5.00000,18.563
5164432.22870,5.00000,18.555
5164454.07322,5.00000,18.547
5164464.99550,5.00000,18.557
5164433.56137,5.00000,18.552
5164433.04346,5.00000,18.557
5164454.48060,5.00000,18.549
5164443.50310,5.00000,18.560
5164422.81515,5.00000,18.563
5164412.47116,5.00000,18.557
5164407.29915,5.00000,18.557
5164404.71314,5.00000,18.565
5164418.61932,5.00000,18.568
5164447.26851,5.00000,18.565
5164439.89705,5.00000,18.571
5164421.01212,5.00000,18.563
5164426.76883,5.00000,18.552
5164429.64718,5.00000,18.552
5164415.88718,5.00000,18.555
5164445.90244,5.00000,18.544
5164460.91010,5.00000,18.533
5164446.71786,5.00000,18.528
5164424.42254,5.00000,18.538
5164413.27485,5.00000,18.528
5164422.90018,5.00000,18.530
5164449.40895,5.00000,18.520
5164425.76808,5.00000,18.517
5164413.94763,5.00000,18.511
5164444.93266,5.00000,18.511
5164460.42521,5.00000,18.509
5164431.27623,5.00000,18.503
5164431.90089,5.00000,18.498
5164453.90931,5.00000,18.509
5164464.91354,5.00000,18.514
5164448.71958,5.00000,18.509
5164425.42340,5.00000,18.517
5164428.97447,5.00000,18.522
5164415.55082,5.00000,18.511
5164445.73426,5.00000,18.498
5164460.82601,5.00000,18.509
5164431.47663,5.00000,18.498
5164416.80190,5.00000,18.511
5164424.66371,5.00000,18.522
5164413.39544,5.00000,18.520
5164422.96048,5.00000,18.514
5164449.43910,5.00000,18.511
5164462.67843,5.00000,18.506
5164469.29811,5.00000,18.517
5164435.71269,5.00000,18.517
5164434.11912,5.00000,18.517
5164418.12316,5.00000,18.533
5164425.32434,5.00000,18.520
5164450.62103,5.00000,18.533
5164426.37413,5.00000,18.549
5164414.25065,5.00000,18.552
5164423.38808,5.00000,18.549
5164412.75762,5.00000,18.563
5164444.33766,5.00000,18.544
5164438.43162,5.00000,18.541
5164457.17468,5.00000,18.541
5164429.65096,5.00000,18.533
5164431.08825,5.00000,18.549
5164453.50299,5.00000,18.557
5164443.01429,5.00000,18.544
5164459.46603,5.00000,18.549
5164430.79663,5.00000,18.549
5164453.35718,5.00000,18.536
5164442.94139,5.00000,18.547
5164437.73348,5.00000,18.547
5164419.93034,5.00000,18.541
5164426.22793,5.00000,18.547
5164451.07283,5.00000,18.544
5164463.49530,5.00000,18.528
5164432.81127,5.00000,18.536
5164417.46923,5.00000,18.536
5164409.79819,5.00000,18.533
5164421.16185,5.00000,18.544
5164448.53978,5.00000,18.533
5164440.53268,5.00000,18.528
5164436.52913,5.00000,18.530
5164419.32816,5.00000,18.525
5164425.92684,5.00000,18.530
5164450.92228,5.00000,18.536
5164426.52475,5.00000,18.530
5164429.52515,5.00000,18.525
5164452.72144,5.00000,18.530
5164464.31961,5.00000,18.533
5164448.42261,5.00000,18.533
5164462.17019,5.00000,18.549
5164469.04399,5.00000,18.552
5164450.78481,5.00000,18.541
5164426.45602,5.00000,18.541
5164414.29160,5.00000,18.538
5164423.40856,5.00000,18.528
5164449.66314,5.00000,18.538
5164425.89518,5.00000,18.544
5164429.21036,5.00000,18.536
5164430.86795,5.00000,18.530
5164453.39284,5.00000,18.538
5164442.95922,5.00000,18.547
5164422.54321,5.00000,18.536
5164412.33519,5.00000,18.541
5164422.43035,5.00000,18.528
5164449.17403,5.00000,18.525
5164462.54590,5.00000,18.514
5164447.53576,5.00000,18.514
5164424.83149,5.00000,18.520
5164428.67851,5.00000,18.522
5164415.40285,5.00000,18.528
5164445.66027,5.00000,18.547
5164460.78902,5.00000,18.547
5164431.45813,5.00000,18.541
5164416.79266,5.00000,18.549
5164424.65909,5.00000,18.544
5164413.39313,5.00000,18.536
5164422.95932,5.00000,18.533
5164449.43852,5.00000,18.538
5164462.67814,5.00000,18.520
5164447.60188,5.00000,18.530
5164424.86455,5.00000,18.533
5164428.69504,5.00000,18.541
5164452.30638,5.00000,18.538
5164464.11208,5.00000,18.547
5164470.01494,5.00000,18.541
5164436.07110,5.00000,18.547
5164434.29833,5.00000,18.549
5164418.21276,5.00000,18.536
5164425.36914,5.00000,18.536
5164450.64343,5.00000,18.536
5164441.58451,5.00000,18.541
5164421.85586,5.00000,18.544
5164427.19069,5.00000,18.549
5164429.85812,5.00000,18.549
5164452.88792,5.00000,18.565
5164464.40285,5.00000,18.557
5164433.26505,5.00000,18.563
5164432.89530,5.00000,18.555
5164417.51124,5.00000,18.565
5164446.71447,5.00000,18.565
5164439.62003,5.00000,18.571
5164420.87361,5.00000,18.563
5164389.80430,5.00000,18.574
5164411.16488,5.00000,18.576
5164406.64601,5.00000,18.587
5164441.28185,5.00000,18.582
5164458.59980,5.00000,18.576
5164430.36352,5.00000,18.574
5164416.24535,5.00000,18.574
5164409.18625,5.00000,18.571
5164442.55197,5.00000,18.568
5164437.53877,5.00000,18.571
5164435.03217,5.00000,18.571
5164418.57968,5.00000,18.574
5164447.24869,5.00000,18.574
5164461.58323,5.00000,18.571
5164431.85523,5.00000,18.574
5164416.99121,5.00000,18.568
5164424.75836,5.00000,18.552
5164450.33804,5.00000,18.568
5164441.43181,5.00000,18.549
5164421.77951,5.00000,18.549
5164427.15252,5.00000,18.557
5164429.83903,5.00000,18.560
5164452.87838,5.00000,18.555
5164464.39808,5.00000,18.557
5164433.26266,5.00000,18.547
5164417.69492,5.00000,18.557
5164409.91104,5.00000,18.544
5164406.01909,5.00000,18.538
5164440.96838,5.00000,18.533
5164458.44307,5.00000,18.528
5164445.48433,5.00000,18.525
5164423.80577,5.00000,18.530
5164412.96647,5.00000,18.536
5164422.74599,5.00000,18.525
5164449.33185,5.00000,18.538
5164462.62481,5.00000,18.536
5164447.57521,5.00000,18.528
5164424.85121,5.00000,18.520
5164450.38446,5.00000,18.514
5164441.45502,5.00000,18.501
5164436.99030,5.00000,18.509
5164456.45402,5.00000,18.498
5164444.48981,5.00000,18.503
5164423.30851,5.00000,18.509
5164412.71784,5.00000,18.509
5164422.62167,5.00000,18.509
5164412.37442,5.00000,18.517
5164422.44996,5.00000,18.509
5164427.48775,5.00000,18.498
5164414.80746,5.00000,18.501
5164408.46730,5.00000,18.492
5164420.49640,5.00000,18.503
5164448.20706,5.00000,18.503
5164462.06241,5.00000,18.501
5164468.99010,5.00000,18.506
5164487.65314,5.00000,18.509
5164444.89022,5.00000,18.492
5164460.40399,5.00000,18.495
5164446.46480,5.00000,18.503
5164461.19128,5.00000,18.492
5164446.85844,5.00000,18.479
5164424.49283,5.00000,18.484
5164450.20527,5.00000,18.479
5164463.06152,5.00000,18.482
5164432.59438,5.00000,18.490
5164432.55997,5.00000,18.492
5164417.34357,5.00000,18.492
5164446.63064,5.00000,18.492
5164439.57811,5.00000,18.487
5164436.05184,5.00000,18.482
5164419.08951,5.00000,18.476
5164425.80752,5.00000,18.492
5164450.86262,5.00000,18.511
5164463.39019,5.00000,18.511
5164484.85318,5.00000,18.506
5164443.49023,5.00000,18.511
5164459.70399,5.00000,18.528
5164467.81089,5.00000,18.517
5164450.16826,5.00000,18.520
5164426.14774,5.00000,18.520
5164429.33664,5.00000,18.514
5164430.93109,5.00000,18.506
5164453.42441,5.00000,18.509
5164442.97500,5.00000,18.498
5164459.44638,5.00000,18.509
5164430.78681,5.00000,18.514
5164431.65618,5.00000,18.530
5164453.78695,5.00000,18.536
5164464.85236,5.00000,18.533
5164448.68899,5.00000,18.536
5164462.30338,5.00000,18.541
5164432.21531,5.00000,18.538
5164432.37043,5.00000,18.536
5164454.14408,5.00000,18.544
5164465.03093,5.00000,18.533
5164470.47436,5.00000,18.530
5164436.30081,5.00000,18.538
5164419.21400,5.00000,18.541
5164425.86976,5.00000,18.530
5164429.19765,5.00000,18.530
5164452.55769,5.00000,18.530
5164427.34245,5.00000,18.541
5164414.73481,5.00000,18.528
5164423.63016,5.00000,18.520
5164428.07785,5.00000,18.517
5164451.99779,5.00000,18.503
5164442.26169,5.00000,18.506
5164422.19444,5.00000,18.517
5164427.35999,5.00000,18.509
5164414.74358,5.00000,18.509
5164423.63455,5.00000,18.514
5164449.77613,5.00000,18.525
5164441.15086,5.00000,18.503
5164436.83821,5.00000,18.492
5164419.48270,5.00000,18.503
5164410.80493,5.00000,18.511
5164421.66522,5.00000,18.509
5164448.79146,5.00000,18.506
5164462.35462,5.00000,18.506
5164469.13620,5.00000,18.509
5164487.72619,5.00000,18.506
5164460.12593,5.00000,18.522
5164446.32577,5.00000,18.520
5164461.12176,5.00000,18.503
5164483.71896,5.00000,18.511
5164442.92312,5.00000,18.517
5164437.72435,5.00000,18.517
5164456.82105,5.00000,18.517
5164466.36941,5.00000,18.536
5164471.14361,5.00000,18.547
5164436.63543,5.00000,18.549
5164419.38131,5.00000,18.544
5164425.95342,5.00000,18.547
5164450.93557,5.00000,18.552
5164426.53139,5.00000,18.547
5164429.52847,5.00000,18.549
5164415.82782,5.00000,18.560
5164445.87276,5.00000,18.547
5164423.99999,5.00000,18.541
5164413.06358,5.00000,18.563
5164407.59536,5.00000,18.563
5164404.86125,5.00000,18.560
5164418.69337,5.00000,18.549
5164447.30554,5.00000,18.547
5164439.91556,5.00000,18.549
5164457.91665,5.00000,18.544
5164430.02194,5.00000,18.538
5164431.27374,5.00000,18.544
5164453.59574,5.00000,18.544
5164443.06066,5.00000,18.538
5164422.59393,5.00000,18.547
5164427.55973,5.00000,18.552
5164430.04264,5.00000,18.530
5164416.08491,5.00000,18.530
5164424.30521,5.00000,18.514
5164428.41537,5.00000,18.514
5164415.27127,5.00000,18.514
5164423.89839,5.00000,18.514
5164428.21196,5.00000,18.530
5164430.36875,5.00000,18.530
5164453.14324,5.00000,18.522
5164442.83442,5.00000,18.528
5164422.48081,5.00000,18.538
5164412.30399,5.00000,18.538
5164422.41475,5.00000,18.544
5164412.27095,5.00000,18.549
5164422.39823,5.00000,18.549
5164449.15797,5.00000,18.536
5164440.84178,5.00000,18.549
5164421.48449,5.00000,18.555
5164427.00501,5.00000,18.568
5164414.56609,5.00000,18.563
5164408.34662,5.00000,18.555
5164442.13215,5.00000,18.565
5164437.32886,5.00000,18.565
5164419.72803,5.00000,18.563
5164410.92759,5.00000,18.565
5164421.72655,5.00000,18.563
5164448.82213,5.00000,18.563
5164440.67386,5.00000,18.555
5164458.29580,5.00000,18.544
5164445.41070,5.00000,18.533
5164423.76896,5.00000,18.530
5164428.14725,5.00000,18.533
5164430.33639,5.00000,18.533
5164453.12706,5.00000,18.541
5164427.62714,5.00000,18.544
5164393.18107,5.00000,18.549
5164397.65408,5.00000,18.552
5164399.89060,5.00000,18.541
5164416.20804,5.00000,18.530
5164409.16760,5.00000,18.530
5164442.54264,5.00000,18.528
5164437.53411,5.00000,18.528
5164419.83065,5.00000,18.514
5164426.17809,5.00000,18.514
5164414.15263,5.00000,18.525
5164423.33907,5.00000,18.541
5164449.62839,5.00000,18.538
5164462.77308,5.00000,18.547
5164469.34544,5.00000,18.541
5164472.63162,5.00000,18.533
5164437.37944,5.00000,18.536
5164456.64859,5.00000,18.525
5164444.58710,5.00000,18.538
5164438.55634,5.00000,18.525
5164420.34177,5.00000,18.530
5164389.53837,5.00000,18.536
5164395.83273,5.00000,18.538
5164414.17911,5.00000,18.547
5164445.04840,5.00000,18.563
5164460.48308,5.00000,18.565
5164409.60907,5.00000,18.563
5164421.06729,5.00000,18.557
5164411.59723,5.00000,18.557
5164443.75746,5.00000,18.557
5164422.94233,5.00000,18.563
5164427.73393,5.00000,18.563
5164430.12974,5.00000,18.560
5164453.02373,5.00000,18.547
5164464.47075,5.00000,18.538
5164470.19428,5.00000,18.552
5164473.05604,5.00000,18.549
5164452.79084,5.00000,18.541
5164442.65821,5.00000,18.538
5164422.39271,5.00000,18.530
5164427.45912,5.00000,18.514
5164451.68842,5.00000,18.522
5164442.10701,5.00000,18.514
5164422.11710,5.00000,18.501
5164427.32132,5.00000,18.506
5164429.92343,5.00000,18.501
5164452.92058,5.00000,18.492
5164442.72309,5.00000,18.487
5164422.42514,5.00000,18.487
5164427.47534,5.00000,18.503
5164414.80126,5.00000,18.490
5164445.35948,5.00000,18.490
5164438.94253,5.00000,18.495
5164435.73405,5.00000,18.501
5164455.82589,5.00000,18.511
5164465.87184,5.00000,18.509
5164449.19873,5.00000,18.511
5164462.55825,5.00000,18.503
5164432.34275,5.00000,18.506
5164432.43415,5.00000,18.517
5164454.17594,5.00000,18.501
5164443.35077,5.00000,18.503
5164459.63426,5.00000,18.517
5164430.88075,5.00000,18.525
5164431.70315,5.00000,18.528
5164416.91517,5.00000,18.538
5164446.41643,5.00000,18.555
5164461.16710,5.00000,18.549
5164468.54244,5.00000,18.549
5164450.53403,5.00000,18.544
5164426.33063,5.00000,18.520
5164429.42808,5.00000,18.522
5164430.97682,5.00000,18.520
5164431.75118,5.00000,18.520
5164469.03364,5.00000,18.525
5164435.58045,5.00000,18.520
5164418.85382,5.00000,18.530
5164447.38576,5.00000,18.525
5164461.65176,5.00000,18.528
5164431.88950,5.00000,18.528
5164432.20753,5.00000,18.525
5164417.16736,5.00000,18.514
5164446.54253,5.00000,18.506
5164461.23015,5.00000,18.501
5164468.57397,5.00000,18.495
5164450.54980,4.99992,18.503
5164426.33851,4.99933,18.514
5164451.12812,4.99827,18.517
5164463.52294,4.99718,18.520
5164469.72037,4.99606,18.522
5164472.81909,4.99497,18.509
5164437.47318,4.99388,18.511
5164434.99937,4.99279,18.520
5164433.76246,4.99170,18.528
5164454.84010,4.99061,18.525
5164480.57812,4.98950,18.528
5164478.24798,4.98840,18.533
5164477.08290,4.98731,18.530
5164513.39564,4.98622,18.538
5164531.55204,4.98513,18.555
5164540.63026,4.98404,18.555
5164582.06466,4.98295,18.549
5164602.78190,4.98183,18.547
5164613.14053,4.98074,18.544
5164655.21514,4.97965,18.549
5164676.25248,4.97856,18.552
5164686.77118,4.97747,18.563
5164728.92581,4.97638,18.552
5164786.89844,4.97529,18.549
5164823.09699,4.97418,18.549
5164804.30101,4.97308,18.547
5164824.58612,4.97199,18.544
5164878.83613,4.97090,18.538
5164898.74903,4.96981,18.541
5164915.91766,4.96872,18.533
5164924.50199,4.96763,18.530
5164965.68945,4.96652,18.528
5164986.28321,4.96543,18.538
5164996.58011,4.96433,18.547
5165001.72857,4.96324,18.549
5165004.30281,4.96215,18.544
5165005.58993,4.96106,18.533
5165043.12878,4.95995,18.533
5165091.64094,4.95886,18.538
5165086.15436,4.95777,18.538
5165083.41106,4.95667,18.528
5165118.99429,4.95558,18.528
5165136.78594,4.95449,18.528
5165145.68178,4.95340,18.525
5165150.12972,4.95229,18.520
5165189.24896,4.95120,18.522
5165208.80862,4.95011,18.514
5165218.58847,4.94902,18.522
5165223.47840,4.94792,18.520
5165262.81865,4.94683,18.528
5165319.38410,4.94572,18.528
5165347.66687,4.94463,18.533
5165361.80828,4.94354,18.533
5165368.87900,4.94245,18.530
5165372.41437,4.94136,18.533
5165411.07733,4.94027,18.530
5165393.51357,4.93917,18.536
5165421.62697,4.93806,18.538
5165472.57896,4.93697,18.536
5165498.05500,4.93588,18.541
5165510.79304,4.93479,18.549
5165517.16208,4.93370,18.549
5165520.34661,4.93261,18.557
5165558.83415,4.93152,18.557
5165578.07798,4.93040,18.544
5165587.69989,4.92931,18.530
5165629.46573,4.92822,18.525
5165687.24397,4.92713,18.517
5165679.23788,4.92604,18.525
5165712.13009,4.92495,18.517
5165728.57626,4.92383,18.514
5165736.79934,4.92274,18.517
5165777.80616,4.92165,18.517
5165798.30961,4.92056,18.514
5165808.56135,4.91947,18.511
5165813.68724,4.91838,18.511
5165853.14546,4.91729,18.503
5165872.87464,4.91617,18.506
5165882.73922,4.91508,18.495
5165887.67152,4.91399,18.501
5165890.13767,4.91290,18.506
5165928.26603,4.91181,18.517
5165947.33024,4.91072,18.517
5165993.81725,4.90963,18.528
5165980.10595,4.90852,18.522
5166010.20514,4.90742,18.533
5166025.25476,4.90633,18.538
5166069.67486,4.90524,18.541
5166091.88496,4.90415,18.538
5166102.99003,4.90306,18.541
5166108.54261,4.90195,18.541
5166095.94087,4.90086,18.528
5166141.91326,4.89977,18.530
5166149.52151,4.89867,18.536
5166190.22091,4.89758,18.528
5166226.00826,4.89649,18.517
5166243.90197,4.89540,18.520
5166237.41127,4.89429,18.517
5166271.06116,4.89320,18.530
5166303.32374,4.89211,18.525
5166340.91273,4.89101,18.538
5166359.70727,4.88992,18.538
5166369.10455,4.88883,18.536
5166410.75812,4.88772,18.525
5166394.63003,4.88663,18.522
5166423.52085,4.88554,18.517
