freq,z,temp
5166437.96629,4.88445,18.511
5166482.08430,4.88335,18.530
5166467.24807,4.88226,18.544
5166496.72521,4.88117,18.541
5166511.46386,4.88006,18.565
5166525.98571,4.87897,18.563
5166533.24665,4.87788,18.568
5166573.77240,4.87679,18.565
5166586.88276,4.87569,18.549
5166637.48579,4.87460,18.552
5166655.63479,4.87351,18.538
5166664.70936,4.87240,18.538
5166676.39917,4.87131,18.536
5166682.24408,4.87022,18.549
5166722.06182,4.86913,18.547
5166741.97073,4.86804,18.552
5166788.88008,4.86694,18.565
5166768.28697,4.86585,18.555
5166802.03828,4.86474,18.552
5166818.91391,4.86365,18.544
5166827.35175,4.86256,18.530
5166831.57068,4.86147,18.536
5166870.57542,4.86038,18.528
5166890.07783,4.85929,18.517
5166899.82910,4.85817,18.520
5166941.59998,4.85708,18.522
5166962.48545,4.85599,18.528
5166972.92821,4.85490,18.528
5166978.14960,4.85381,18.533
5166980.76030,4.85272,18.525
5167018.96093,4.85163,18.536
5167075.01622,4.85051,18.533
5167103.04386,4.84942,18.536
5167117.05771,4.84833,18.530
5167160.95993,4.84724,18.525
5167182.91108,4.84615,18.520
5167193.88667,4.84506,18.522
5167236.26976,4.84397,18.522
5167257.46140,4.84285,18.522
5167268.05719,4.84176,18.530
5167273.35509,4.84067,18.538
5167276.00405,4.83958,18.541
5167277.32853,4.83849,18.536
5167277.99077,4.83740,18.536
5167315.27683,4.83629,18.528
5167370.81511,4.83519,18.530
5167398.58431,4.83410,18.530
5167412.46893,4.83301,18.533
5167419.41126,4.83192,18.533
5167422.88243,4.83083,18.555
5167424.61802,4.82974,18.557
5167462.44076,4.82863,18.568
5167518.24738,4.82753,18.579
5167546.15074,4.82644,18.582
5167560.10245,4.82535,18.579
5167604.03320,4.82426,18.576
5167589.04374,4.82317,18.579
5167618.50394,4.82206,18.568
5167633.23400,4.82097,18.571
5167640.59905,4.81988,18.568
5167681.17686,4.81878,18.574
5167701.46580,4.81769,18.579
5167711.61029,4.81660,18.574
5167753.57782,4.81551,18.552
5167737.66642,4.81440,18.541
5167766.60591,4.81331,18.522
5167781.07569,4.81222,18.522
5167788.31059,4.81113,18.520
5167828.88293,4.81003,18.509
5167870.44800,4.80894,18.498
5167891.23057,4.80785,18.498
5167901.62195,4.80674,18.495
5167922.43400,4.80565,18.495
5167969.79492,4.80456,18.506
5167993.47543,4.80347,18.506
5168042.27059,4.80237,18.511
5168050.99219,4.80128,18.514
5168055.35308,4.80017,18.498
5168073.20948,4.79908,18.495
5168103.35694,4.79799,18.514
5168134.10673,4.79690,18.509
5168133.80563,4.79581,18.503
5168133.65508,4.79472,18.498
5168170.47508,4.79362,18.492
5168151.98992,4.79251,18.498
5168179.64252,4.79142,18.498
5168193.46885,4.79033,18.506
5168200.38203,4.78924,18.511
5168240.79350,4.78815,18.501
5168297.89456,4.78706,18.492
5168296.64282,4.78597,18.498
5168325.81935,4.78485,18.490
5168340.40756,4.78376,18.490
5168347.70169,4.78267,18.501
5168388.30363,4.78158,18.506
5168445.49992,4.78049,18.514
5168437.20285,4.77940,18.509
5168477.04253,4.77830,18.520
5168489.86954,4.77719,18.522
5168503.37593,4.77610,18.528
5168547.02441,4.77501,18.520
5168531.95342,4.77392,18.530
5168524.41791,4.77283,18.538
5168550.51208,4.77174,18.544
5168607.54750,4.77062,18.549
5168636.06518,4.76953,18.544
5168687.21933,4.76844,18.541
5168712.79645,4.76735,18.533
5168725.58504,4.76626,18.528
5168731.97934,4.76517,18.533
5168735.17650,4.76408,18.530
5168773.73005,4.76296,18.520
5168793.00678,4.76187,18.528
5168802.64516,4.76078,18.533
5168844.35964,4.75969,18.533
5168865.21691,4.75860,18.528
5168875.64558,4.75751,18.538
5168880.85992,4.75642,18.533
5168920.42206,4.75530,18.522
5168940.20308,4.75421,18.511
5168950.09361,4.75312,18.511
5168991.93416,4.75203,18.511
5169012.85448,4.75094,18.517
5169023.31466,4.74985,18.520
5169065.49973,4.74874,18.522
5169049.63734,4.74765,18.517
5169078.66100,4.74655,18.517
5169093.17287,4.74546,18.509
5169137.38369,4.74437,18.517
5169159.48915,4.74328,18.517
5169170.54190,4.74219,18.525
5169176.06838,4.74108,18.538
5169215.72681,4.73999,18.530
5169235.55606,4.73889,18.538
5169282.42559,4.73780,18.530
5169268.90552,4.73671,18.533
5169299.10035,4.73562,18.528
5169351.09307,4.73453,18.541
5169340.19431,4.73342,18.541
5169371.64009,4.73233,18.547
5169424.31789,4.73124,18.547
5169450.65684,4.73014,18.541
5169463.82635,4.72905,18.533
5169507.36599,4.72796,18.544
5169529.13596,4.72685,18.544
5169540.02086,4.72576,18.536
5169545.46333,4.72467,18.530
5169585.07984,4.72358,18.514
5169641.84301,4.72249,18.514
5169654.36982,4.72139,18.506
5169676.48807,4.72030,18.511
5169708.58777,4.71919,18.525
5169703.59710,4.71810,18.528
5169685.24693,4.71701,18.517
5169712.96710,4.71592,18.520
5169705.78677,4.71483,18.528
5169702.19660,4.71374,18.530
5169737.35650,4.71262,18.530
5169775.97681,4.71153,18.538
5169795.28701,4.71044,18.522
5169804.94213,4.70935,18.533
5169825.68414,4.70826,18.525
5169857.03600,4.70717,18.525
5169872.71196,4.70608,18.536
5169917.50494,4.70496,18.538
5169939.90137,4.70387,18.552
5169988.05449,4.70278,18.555
5170012.13109,4.70169,18.544
5170031.14316,4.70060,18.549
5170033.67547,4.69951,18.560
5170071.83691,4.69842,18.560
5170054.02250,4.69730,18.560
5170082.01044,4.69621,18.560
5170096.00444,4.69512,18.560
5170103.00145,4.69403,18.557
5170143.45485,4.69294,18.568
5170163.68158,4.69185,18.552
5170173.79509,4.69074,18.576
5170222.78036,4.68964,18.574
5170247.27304,4.68855,18.576
5170259.51941,4.68746,18.574
5170295.56413,4.68637,18.560
5170320.61988,4.68528,18.560
5170370.04306,4.68419,18.565
5170387.78107,4.68308,18.557
5170403.62372,4.68198,18.552
5170411.54506,4.68089,18.538
5170415.50573,4.67980,18.549
5170454.44096,4.67871,18.549
5170473.90860,4.67762,18.552
5170520.59733,4.67653,18.555
5170543.94186,4.67542,18.552
5170555.61403,4.67432,18.557
5170561.45012,4.67323,18.541
5170564.36817,4.67214,18.536
5170565.82720,4.67105,18.520
5170603.45199,4.66996,18.517
5170622.26455,4.66885,18.514
5170631.67073,4.66776,18.511
5170673.32870,4.66667,18.514
5170694.15773,4.66557,18.522
5170741.52715,4.66448,18.520
5170765.21190,4.66339,18.525
5170777.05430,4.66230,18.511
5170782.97564,4.66119,18.520
5170785.93619,4.66010,18.511
5170824.37135,4.65901,18.506
5170843.58896,4.65792,18.511
5170853.19779,4.65682,18.509
5170894.89749,4.65573,18.520
5170915.74738,4.65464,18.528
5170926.17248,4.65353,18.536
5170931.38491,4.65244,18.541
5170970.94601,4.65135,18.549
5170990.72659,4.65026,18.547
5171037.57179,4.64916,18.538
5171060.99443,4.64807,18.533
5171072.70591,4.64696,18.522
5171078.56153,4.64587,18.514
5171118.44422,4.64478,18.506
5171138.38561,4.64369,18.490
5171148.35632,4.64260,18.501
5171190.29657,4.64151,18.503
5171211.26674,4.64041,18.503
5171221.75198,4.63930,18.511
5171226.99447,4.63821,18.520
5171229.61572,4.63712,18.509
5171267.88123,4.63603,18.509
5171323.96890,4.63494,18.501
5171315.05791,4.63385,18.492
5171347.55729,4.63276,18.498
5171363.80715,4.63164,18.501
5171371.93196,4.63055,18.501
5171412.88964,4.62946,18.514
5171454.23015,4.62837,18.517
5171490.99371,4.62728,18.525
5171509.37552,4.62619,18.525
5171518.56659,4.62507,18.522
5171560.11686,4.62398,18.525
5171580.89204,4.62289,18.525
5171591.27966,4.62180,18.517
5171596.47347,4.62071,18.506
5171636.02526,4.61962,18.514
5171676.60322,4.61853,18.517
5171676.09037,4.61741,18.528
5171675.83379,4.61632,18.536
5171712.66039,4.61523,18.530
5171714.92086,4.61414,18.522
5171753.00598,4.61305,18.506
5171751.24655,4.61196,18.503
5171771.16886,4.61087,18.509
5171818.08507,4.60975,18.506
5171841.54306,4.60866,18.514
5171890.22696,4.60757,18.517
5171914.56896,4.60648,18.525
5171926.73999,4.60539,18.533
5171969.72079,4.60430,18.536
5171991.21138,4.60319,18.530
5172001.95655,4.60210,18.530
5172007.32914,4.60100,18.538
5172046.97033,4.59991,18.547
5172066.79096,4.59882,18.555
5172083.61543,4.59773,18.549
5172085.11354,4.59664,18.568
5172092.77690,4.59553,18.587
5172133.56331,4.59444,18.590
5172153.95655,4.59335,18.590
5172164.15319,4.59225,18.592
5172169.25153,4.59116,18.582
5172208.75558,4.59007,18.571
5172228.50764,4.58898,18.552
5172238.38385,4.58787,18.528
5172280.27669,4.58678,18.530
5172301.22315,4.58569,18.536
5172348.65128,4.58459,18.528
5172335.41051,4.58350,18.530
5172365.74499,4.58241,18.525
5172417.86716,4.58132,18.511
5172443.92844,4.58021,18.525
5172456.95895,4.57912,18.509
5172500.42909,4.57803,18.495
5172522.16421,4.57693,18.498
5172496.07691,4.57584,18.501
5172519.98811,4.57475,18.503
5172531.94390,4.57364,18.506
5172574.87653,4.57255,18.511
5172596.34288,4.57146,18.525
5172607.07608,4.57037,18.552
5172649.39757,4.56928,18.538
5172670.55835,4.56818,18.528
5172718.09365,4.56709,18.533
5172741.86151,4.56598,18.517
5172753.74530,4.56489,18.506
5172796.64208,4.56380,18.511
5172818.09052,4.56271,18.503
5172828.81476,4.56162,18.506
5172834.17689,4.56052,18.514
5172836.85796,4.55943,18.511
5172875.15355,4.55832,18.514
5172931.25609,4.55723,18.511
5172922.35253,4.55614,18.520
5172954.85563,4.55505,18.528
5172971.10721,4.55396,18.528
5172979.23301,4.55287,18.520
5173020.25098,4.55175,18.530
5173040.75983,4.55066,18.528
5173051.01427,4.54957,18.528
5173093.09638,4.54848,18.530
5173114.13748,4.54739,18.528
5173124.65805,4.54630,18.528
5173166.87323,4.54521,18.528
5173187.98104,4.54409,18.528
5173198.53478,4.54300,18.536
5173203.81167,4.54191,18.544
5173206.45011,4.54082,18.538
5173244.72422,4.53973,18.544
5173263.86131,4.53864,18.541
5173273.43006,4.53752,18.538
5173278.21426,4.53643,18.536
5173317.62085,4.53534,18.530
5173357.88778,4.53425,18.528
5173394.41257,4.53316,18.538
5173412.67500,4.53207,18.541
5173421.80623,4.53098,18.544
5173483.89053,4.52987,18.555
5173531.32383,4.52877,18.557
5173555.04052,4.52768,18.560
5173587.46250,4.52659,18.563
5173583.10991,4.52550,18.568
5173638.45210,4.52441,18.560
5173666.12325,4.52332,18.557
5173679.95904,4.52221,18.549
5173686.87676,4.52112,18.547
5173727.29051,4.52002,18.530
5173747.49742,4.51893,18.536
5173757.60090,4.51784,18.547
5173799.60753,4.51675,18.536
5173820.61107,4.51564,18.538
5173831.11268,4.51455,18.533
5173836.36349,4.51346,18.528
5173838.98890,4.51237,18.533
5173840.30161,4.51127,18.528
5173877.91284,4.51018,18.528
5173933.67338,4.50909,18.522
5173968.40843,4.50798,18.511
5173978.92126,4.50689,18.492
5174021.13257,4.50580,18.503
5174049.09280,4.50471,18.498
5174063.07294,4.50361,18.501
5174070.06302,4.50252,18.517
5174103.71802,4.50143,18.509
5174127.34069,4.50032,18.498
5174139.15184,4.49923,18.509
5174145.05743,4.49814,18.495
5174184.96509,4.49705,18.487
5174204.91898,4.49596,18.503
5174214.89595,4.49487,18.503
5174256.83952,4.49375,18.503
5174277.81115,4.49266,18.506
5174288.29698,4.49157,18.517
5174330.55439,4.49048,18.517
5174388.63802,4.48939,18.530
5174417.67989,4.48830,18.514
5174432.20106,4.48718,18.517
5174476.41634,4.48609,18.514
5174498.52402,4.48500,18.514
5174509.57788,4.48391,18.511
5174515.10482,4.48282,18.511
5174554.82318,4.48173,18.503
5174574.68241,4.48064,18.520
5174584.61224,4.47952,18.528
5174626.59144,4.47843,18.520
5174610.56660,4.47734,18.514
5174639.56865,4.47625,18.517
5174654.06970,4.47516,18.517
5174661.32024,4.47407,18.520
5174701.90040,4.47298,18.520
5174722.19073,4.47187,18.520
5174732.33570,4.47077,18.522
5174737.40820,4.46968,18.528
5174776.89933,4.46859,18.530
5174796.64494,4.46750,18.536
5174843.47264,4.46641,18.547
5174903.90102,4.46532,18.552
5174934.11549,4.46421,18.560
5174949.22254,4.46312,18.549
5174956.77608,4.46202,18.547
5174997.50773,4.46093,18.547
5175017.87360,4.45984,18.530
5175028.05656,4.45875,18.533
5175070.10314,4.45764,18.522
5175091.12626,4.45655,18.511
5175101.63784,4.45546,18.511
5175143.90812,4.45436,18.514
5175128.02882,4.45327,18.514
5175157.10364,4.45218,18.506
5175191.96626,4.45109,18.511
5175209.39783,4.44998,18.501
5175255.06829,4.44889,18.490
5175294.59287,4.44780,18.490
5175314.35519,4.44671,18.487
5175361.19126,4.44561,18.476
5175367.92003,4.44452,18.490
5175387.97396,4.44341,18.487
5175418.32589,4.44232,18.501
5175450.13159,4.44123,18.492
5175486.35965,4.44014,18.495
5175467.51884,4.43905,18.492
5175474.72811,4.43796,18.487
5175498.65794,4.43686,18.490
5175547.57798,4.43575,18.495
5175572.03783,4.43466,18.492
5175584.26777,4.43357,18.487
5175590.38276,4.43248,18.479
5175637.19007,4.43139,18.484
5175653.85844,4.43030,18.487
5175699.14753,4.42921,18.498
5175684.83747,4.42809,18.517
5175714.63707,4.42700,18.517
5175766.49178,4.42591,18.517
5175799.21412,4.42482,18.514
5175815.57532,4.42373,18.520
5175816.96101,4.42264,18.530
5175854.66857,4.42152,18.547
5175880.25748,4.42043,18.560
5175893.05196,4.41934,18.549
5175929.66877,4.41825,18.563
5175954.71253,4.41716,18.582
5175967.23444,4.41607,18.582
5176010.50989,4.41498,18.590
5176032.14790,4.41386,18.598
5176042.96668,4.41277,18.582
5176048.37609,4.41168,18.574
5176088.03568,4.41059,18.571
5176144.82039,4.40950,18.557
5176173.21280,4.40841,18.560
5176187.40904,4.40732,18.563
5176194.50741,4.40621,18.565
5176235.07085,4.40511,18.557
5176292.30749,4.40402,18.563
5176320.92586,4.40293,18.557
5176335.23508,4.40184,18.563
5176342.38970,4.40075,18.549
5176345.96726,4.39964,18.536
5176347.75580,4.39855,18.536
5176385.66456,4.39745,18.538
5176404.61898,4.39636,18.530
5176414.09620,4.39527,18.536
5176418.83483,4.39418,18.536
5176458.15902,4.39309,18.538
5176477.82141,4.39198,18.544
5176524.66686,4.39089,18.538
5176548.08963,4.38980,18.541
5176596.75592,4.38870,18.530
5176621.08911,4.38761,18.533
5176633.25573,4.38652,18.520
5176676.35379,4.38541,18.511
5176697.90261,4.38432,18.514
5176708.67704,4.38323,18.514
5176714.06427,4.38214,18.517
5176753.71277,4.38105,18.517
5176773.53707,4.37995,18.520
5176783.44923,4.37886,18.511
5176825.41980,4.37777,18.517
5176846.40538,4.37666,18.514
5176893.85282,4.37557,18.514
5176917.57659,4.37448,18.514
5176929.43849,4.37338,18.528
5176935.36946,4.37229,18.525
5176938.33495,4.37120,18.533
5176976.83243,4.37009,18.533
5176996.08096,4.36900,18.536
5177025.79200,4.36791,18.541
5177057.57528,4.36682,18.536
5177110.42182,4.36573,18.536
5177156.93192,4.36463,18.541
5177143.23213,4.36354,18.538
5177190.26508,4.36243,18.530
5177196.85362,4.36134,18.528
5177217.07562,4.36025,18.533
5177227.18664,4.35916,18.530
5177252.32892,4.35807,18.522
5177281.82781,4.35697,18.511
5177316.60444,4.35588,18.498
5177333.99306,4.35477,18.487
5177379.70160,4.35368,18.482
5177402.55592,4.35259,18.484
5177413.98311,4.35150,18.476
5177426.37243,4.35041,18.476
5177432.56710,4.34932,18.482
5177465.94387,4.34820,18.484
5177482.63202,4.34711,18.471
5177490.97611,4.34602,18.482
5177532.16265,4.34493,18.492
5177559.43168,4.34384,18.501
5177603.34538,4.34275,18.503
5177631.97800,4.34166,18.517
5177646.29461,4.34054,18.522
5177683.79142,4.33945,18.538
5177709.21558,4.33836,18.538
5177721.92769,4.33727,18.549
5177765.23863,4.33618,18.563
5177749.93927,4.33509,18.560
5177779.24473,4.33397,18.568
5177793.89721,4.33288,18.568
5177838.23795,4.33179,18.574
5177890.74713,4.33070,18.576
5177923.67749,4.32961,18.579
5177940.14271,4.32852,18.565
5177985.33021,4.32743,18.557
5178007.92428,4.32632,18.560
5178019.22106,4.32522,18.549
5178024.86947,4.32413,18.547
5178064.70816,4.32304,18.549
5178084.62754,4.32195,18.547
5178131.60174,4.32086,18.552
5178155.08888,4.31977,18.549
5178166.83277,4.31866,18.547
5178172.70443,4.31757,18.552
5178175.64027,4.31647,18.544
5178177.10820,4.31538,18.547
5178214.79704,4.31429,18.538
5178233.64150,4.31320,18.544
5178280.07851,4.31209,18.555
5178303.29678,4.31100,18.560
5178314.90594,4.30991,18.563
5178357.72502,4.30881,18.560
5178379.13460,4.30772,18.552
5178426.79429,4.30663,18.549
5178450.62418,4.30554,18.530
5178462.53944,4.30443,18.533
5178468.49679,4.30334,18.520
5178508.48996,4.30225,18.522
5178528.48658,4.30116,18.517
5178538.48491,4.30006,18.511
5178543.48409,4.29897,18.503
5178582.99817,4.29788,18.501
5178639.77002,4.29677,18.506
5178668.15571,4.29568,18.495
5178682.34859,4.29459,18.484
5178689.44504,4.29350,18.482
5178692.99327,4.29241,18.479
5178731.72227,4.29131,18.482
5178788.10159,4.29020,18.492
5178816.29101,4.28911,18.498
5178830.38574,4.28802,18.511
5178874.44761,4.28693,18.511
5178896.47859,4.28584,18.517
5178944.50859,4.28475,18.525
5179005.53811,4.28366,18.525
5179018.88710,4.28254,18.525
5179025.56131,4.28145,18.538
5179046.06456,4.28036,18.536
5179093.33070,4.27927,18.528
5179099.79767,4.27818,18.533
5179103.03116,4.27709,18.544
5179104.64791,4.27599,18.538
5179142.41146,4.27488,18.552
5179161.29298,4.27379,18.544
5179170.73375,4.27270,18.541
5179212.46863,4.27161,18.544
5179233.33612,4.27052,18.536
5179243.76988,4.26943,18.538
5179292.61737,4.26834,18.552
5179317.04147,4.26722,18.536
5179329.25324,4.26613,18.536
5179365.75750,4.26504,18.538
5179420.96455,4.26395,18.533
5179455.18425,4.26286,18.533
5179472.29413,4.26177,18.541
5179474.23328,4.26065,18.538
5179481.81867,4.25956,18.544
5179516.00973,4.25847,18.557
5179539.72142,4.25738,18.552
5179544.96117,4.25629,18.560
5179591.21165,4.25520,18.563
5179614.33694,4.25411,18.563
5179625.89991,4.25299,18.571
5179668.63598,4.25190,18.565
5179727.01854,4.25081,18.549
5179719.19540,4.24972,18.560
5179789.31279,4.24863,18.557
5179824.37155,4.24754,18.552
5179841.90128,4.24643,18.560
5179850.66585,4.24534,18.563
5179892.06263,4.24424,18.568
5179912.76106,4.24315,18.563
5179960.12478,4.24206,18.547
5179983.80668,4.24097,18.530
5179995.64766,4.23988,18.517
5180001.56848,4.23877,18.517
5180004.52858,4.23768,18.522
5180043.02311,4.23659,18.528
5180099.28490,4.23549,18.530
5180127.41586,4.23440,18.517
5180141.48136,4.23331,18.514
5180148.51413,4.23222,18.509
5180188.98572,4.23111,18.506
5180209.22123,4.23002,18.509
5180219.33901,4.22893,18.509
5180261.41239,4.22783,18.511
5180319.46361,4.22674,18.511
5180348.48928,4.22565,18.511
5180363.00247,4.22454,18.503
5180370.25875,4.22345,18.520
5180373.88690,4.22236,18.530
5180412.71546,4.22127,18.522
5180432.12978,4.22018,18.522
5180441.83696,4.21908,18.509
5180483.70504,4.21799,18.511
5180504.63945,4.21688,18.517
5180515.10635,4.21579,18.528
5180520.33981,4.21470,18.538
5180559.97103,4.21361,18.538
5180599.45621,4.21252,18.549
5180636.54379,4.21143,18.541
5180655.08795,4.21031,18.552
5180721.04374,4.20922,18.536
5180771.42625,4.20813,18.541
5180816.22749,4.20704,18.547
5180819.01822,4.20595,18.547
5180840.02352,4.20486,18.538
5180850.52619,4.20377,18.541
5180892.73275,4.20265,18.541
5180894.28541,4.20156,18.536
5180951.62655,4.20047,18.530
5180943.28270,4.19938,18.541
5180976.12524,4.19829,18.547
5180992.54655,4.19720,18.541
5181037.77170,4.19611,18.533
5181023.37018,4.19499,18.522
5181053.18355,4.19390,18.520
5181068.09027,4.19281,18.509
5181075.54364,4.19172,18.517
5181116.28482,4.19063,18.514
5181173.66993,4.18954,18.517
5181202.36289,4.18843,18.514
5181223.26556,4.18733,18.511
5181270.73140,4.18624,18.517
5181287.90786,4.18515,18.511
5181296.49611,4.18406,18.517
5181344.36124,4.18297,18.514
5181361.73734,4.18188,18.514
5181413.99675,4.18077,18.520
5181440.12616,4.17968,18.522
5181453.19091,4.17858,18.511
5181496.73776,4.17749,18.498
5181518.51123,4.17640,18.503
5181529.39798,4.17531,18.503
5181534.84137,4.17422,18.501
5181537.56343,4.17311,18.506
5181575.93859,4.17201,18.506
5181595.12621,4.17092,18.503
5181641.73452,4.16983,18.509
5181702.05321,4.16874,18.498
5181732.21261,4.16765,18.509
5181784.30683,4.16656,18.514
5181810.35434,4.16545,18.511
5181823.37777,4.16436,18.514
5181829.88950,4.16326,18.498
5181870.15985,4.16217,18.495
5181890.29507,4.16108,18.522
5181937.37718,4.15999,18.536
5181960.91865,4.15888,18.525
5182009.70353,4.15779,18.511
5181997.08153,4.15670,18.514
5181990.77052,4.15561,18.506
5182024.62949,4.15451,18.509
5182041.55901,4.15342,18.495
5182050.02379,4.15233,18.495
5182091.33064,4.15122,18.506
5182111.98374,4.15013,18.487
5182159.32480,4.14904,18.476
5182220.00985,4.14795,18.482
5182250.35244,4.14686,18.474
5182265.52377,4.14576,18.482
5182273.10982,4.14465,18.482
5182313.91696,4.14356,18.482
5182334.32058,4.14247,18.484
5182381.53689,4.14138,18.495
5182405.14509,4.14029,18.514
5182416.94922,4.13920,18.522
5182422.85129,4.13811,18.528
5182425.80271,4.13699,18.538
5182446.70916,4.13590,18.547
5182474.80538,4.13481,18.549
5182488.85352,4.13372,18.541
5182532.89209,4.13263,18.555
5182554.91142,4.13154,18.565
5182602.93559,4.13045,18.557
5182646.31960,4.12933,18.557
5182668.01128,4.12824,18.552
5182715.87163,4.12715,18.560
5182739.80185,4.12606,18.555
5182769.46956,4.12497,18.557
5182803.67496,4.12388,18.557
5182827.21537,4.12276,18.547
5182832.54792,4.12167,18.536
5182872.22868,4.12058,18.528
5182898.50641,4.11949,18.522
5182905.20799,4.11840,18.536
5182945.57327,4.11731,18.541
5182965.75596,4.11622,18.544
5183012.86218,4.11510,18.544
5183036.41496,4.11401,18.536
5183054.62868,4.11292,18.544
5183063.73555,4.11183,18.538
5183068.28900,4.11074,18.547
5183101.14291,4.10965,18.536
5183124.00720,4.10856,18.538
5183172.51384,4.10745,18.533
5183190.32952,4.10635,18.536
5183205.67468,4.10526,18.538
5183243.92446,4.10417,18.544
5183269.48669,4.10308,18.538
5183319.28231,4.10199,18.544
5183344.18057,4.10088,18.533
5183393.64381,4.09979,18.528
5183381.36100,4.09869,18.533
5183412.23406,4.09760,18.528
5183427.67063,4.09651,18.525
5183435.38893,4.09542,18.520
5183476.32217,4.09433,18.530
5183496.78923,4.09322,18.522
5183544.03687,4.09213,18.528
5183567.66073,4.09104,18.528
5183616.48717,4.08994,18.528
5183677.97453,4.08885,18.530
5183671.64419,4.08776,18.528
5183705.55309,4.08667,18.530
5183722.50798,4.08556,18.544
5183767.99953,4.08447,18.541
5183790.74534,4.08338,18.541
5183802.11828,4.08229,18.538
5183844.81924,4.08119,18.541
5183866.16976,4.08010,18.541
5183913.91953,4.07899,18.555
5183900.72002,4.07790,18.555
5183931.19430,4.07681,18.547
5183946.43147,4.07571,18.552
5183991.06455,4.07462,18.530
5184013.38114,4.07353,18.536
5184024.53945,4.07244,18.541
5184030.11902,4.07133,18.533
5184069.92290,4.07024,18.541
5184126.89896,4.06915,18.528
5184155.38705,4.06806,18.511
5184169.63112,4.06696,18.506
5184213.76766,4.06587,18.492
5184235.83597,4.06478,18.501
5184283.94465,4.06367,18.492
5184307.99862,4.06258,18.492
5184302.14424,4.06149,18.490
5184373.30562,4.06040,18.495
5184371.81229,4.05931,18.492
5184408.13971,4.05821,18.490
5184444.18526,4.05710,18.509
5184462.20766,4.05601,18.498
5184471.21888,4.05492,18.487
5184494.85759,4.05383,18.492
5184524.55836,4.05274,18.495
5184558.54187,4.05165,18.503
5184575.53366,4.05056,18.530
5184621.10407,4.04944,18.536
5184643.88891,4.04835,18.538
5184655.28135,4.04726,18.530
5184697.99207,4.04617,18.536
5184762.73965,4.04508,18.549
5184788.79541,4.04399,18.547
5184845.21550,4.04290,18.536
5184867.04832,4.04178,18.541
5184884.34203,4.04069,18.547
5184892.98891,4.03960,18.538
5184890.93465,4.03851,18.544
5184896.28522,4.03742,18.555
5184935.97500,4.03633,18.560
5184949.44265,4.03521,18.552
5184956.17607,4.03412,18.538
5185002.99457,4.03303,18.525
5185020.02617,4.03194,18.520
5185034.91968,4.03085,18.536
5185079.38094,4.02976,18.549
5185138.62610,4.02867,18.555
5185168.24916,4.02756,18.533
5185183.06029,4.02646,18.528
5185227.53997,4.02537,18.538
5185286.79433,4.02428,18.541
5185316.42157,4.02319,18.536
5185331.23522,4.02210,18.544
5185338.64206,4.02101,18.536
5185379.42001,4.01990,18.533
5185399.80859,4.01880,18.528
5185410.00290,4.01771,18.525
5185415.10007,4.01662,18.541
5185454.66314,4.01553,18.544
5185474.44472,4.01444,18.547
5185484.33596,4.01333,18.549
5185526.35524,4.01224,18.528
5185584.43902,4.01115,18.530
5185613.48096,4.01005,18.541
5185628.00196,4.00896,18.544
5185672.27696,4.00787,18.533
5185694.41451,4.00678,18.533
5185742.55783,4.00567,18.530
5185766.62910,4.00458,18.536
5185778.66476,4.00349,18.544
5185821.69708,4.00240,18.533
5185880.28738,4.00130,18.533
5185909.58258,4.00021,18.538
5185924.23066,3.99910,18.536
5185931.55427,3.99801,18.528
5185935.21608,3.99692,18.533
5185974.12108,3.99583,18.525
5185956.49953,3.99474,18.538
5185984.76282,3.99365,18.525
5185998.89450,3.99255,18.525
5186042.97528,3.99144,18.511
5186102.08936,3.99035,18.517
5186131.64646,3.98926,18.514
5186146.42504,3.98817,18.517
5186153.81434,3.98708,18.503
5186194.58309,3.98599,18.503
5186214.96751,3.98490,18.514
5186262.17467,3.98378,18.509
5186322.85193,3.98269,18.498
5186353.19063,3.98160,18.490
5186387.25468,3.98051,18.495
5186385.39206,3.97942,18.482
5186403.35543,3.97833,18.482
5186430.51657,3.97723,18.484
5186425.91818,3.97612,18.487
5186460.69262,3.97503,18.492
5186515.09435,3.97394,18.503
5186505.28079,3.97285,18.503
5186580.78066,3.97176,18.503
5186612.21258,3.97067,18.503
5186627.92903,3.96955,18.506
5186672.86091,3.96846,18.501
5186695.32689,3.96737,18.501
5186743.57438,3.96628,18.509
5186774.01627,3.96519,18.511
5186826.25173,3.96410,18.520
5186815.35503,3.96301,18.517
5186840.66312,3.96189,18.520
5186896.64931,3.96080,18.528
5186924.64246,3.95971,18.528
5186938.63907,3.95862,18.538
5186945.63738,3.95753,18.536
5186949.13655,3.95644,18.538
5186987.96022,3.95535,18.541
5187007.37256,3.95423,18.544
5187054.15238,3.95314,18.547
5187077.54233,3.95205,18.549
5187126.25181,3.95096,18.563
5187113.59212,3.94987,18.565
5187144.27674,3.94878,18.563
5187196.69364,3.94767,18.563
5187222.90168,3.94657,18.549
5187236.00572,3.94548,18.544
5187279.63184,3.94439,18.544
5187338.45943,3.94330,18.541
5187367.87329,3.94221,18.522
5187382.58024,3.94112,18.517
5187389.93421,3.94001,18.503
5187393.61073,3.93892,18.501
5187432.52308,3.93782,18.506
5187451.97929,3.93673,18.503
5187498.78151,3.93564,18.506
5187522.18266,3.93455,18.498
5187570.95735,3.93346,18.482
5187595.34522,3.93235,18.482
5187644.61279,3.93126,18.487
5187669.24663,3.93017,18.490
5187718.63766,3.92907,18.503
