#time,accel_x,accel_y,accel_z
1120.782206,-229.767466,-536.124088,10416.125148
1120.782503,-382.945777,-382.945777,10416.125148
1120.782799,-536.124088,-842.480710,10416.125148
1120.783096,-229.767466,-689.302399,10416.125148
1120.783410,1838.139732,-382.945777,10262.946837
1120.783713,4748.527641,-382.945777,10109.768526
1120.784016,9420.466126,-76.589155,9497.055282
1120.784318,13096.745590,-229.767466,9573.644437
1120.784621,18611.164786,153.178311,8807.752882
1120.784924,19913.180430,-76.589155,9267.287815
1120.785227,21827.909317,-76.589155,9190.698660
1120.785530,20525.893674,153.178311,9573.644437
1120.785797,18917.521408,1531.783110,10109.768526
1120.786097,18304.808164,1378.604799,9573.644437
1120.786397,15317.831100,1225.426488,9650.233593
1120.786697,14858.296167,1378.604799,10416.125148
1120.786997,16236.900966,306.356622,10262.946837
1120.787297,20525.893674,306.356622,10416.125148
1120.787597,27035.971891,612.713244,9573.644437
1120.787897,30865.429666,-76.589155,8654.574571
1120.788215,26040.312870,-1914.728887,9650.233593
1120.788513,19453.645497,-4825.116796,13403.102212
1120.788812,11488.373325,-4901.705952,16083.722655
1120.789110,6893.023995,-2527.442131,14781.707011
1120.789409,4748.527641,-76.589155,14475.350389
1120.789708,153.178311,153.178311,15241.241944
1120.790006,-536.124088,3216.744531,16007.133499
1120.790305,2833.798753,5131.473418,15394.420255
1120.790605,9497.055282,6969.613150,11794.729947
1120.790902,15471.009411,7275.969772,10109.768526
1120.791200,18917.521408,4135.814397,8195.039638
1120.791497,21368.374384,-0.000000,6816.434839
1120.791795,20985.428607,-3293.333686,7275.969772
1120.792092,18994.110564,-7199.380617,7429.148083
1120.792390,16083.722655,-9037.520349,7582.326394
1120.792687,12177.675724,-7812.093861,7582.326394
1120.793017,5820.775818,-5514.419196,9650.233593
1120.793314,-0.000000,-3293.333686,11028.838392
1120.793611,-2067.907198,306.356622,12790.388968
1120.793908,-2374.263820,3216.744531,12713.799813
1120.794205,-3063.566220,4442.171019,11028.838392
1120.794502,-3063.566220,3829.457775,9803.411904
