#time,accel_x,accel_y,accel_z
1115.297626,-229.767466,-689.302399,10722.481770
1115.297937,-0.000000,-689.302399,10875.660081
1115.298235,-229.767466,-842.480710,10722.481770
1115.298532,-382.945777,-995.659021,10875.660081
1115.298829,-0.000000,-536.124088,10569.303459
1115.299127,2680.620442,-689.302399,10416.125148
1115.299424,5208.062574,-536.124088,10569.303459
1115.299722,9497.055282,-229.767466,9573.644437
1115.300019,13096.745590,-382.945777,9573.644437
1115.300328,18764.343097,306.356622,8807.752882
1115.300627,19606.823808,306.356622,9114.109504
1115.300927,20985.428607,-0.000000,9420.466126
1115.301226,20832.250296,919.069866,9114.109504
1115.301526,18994.110564,1991.318043,9650.233593
1115.301825,18764.343097,1991.318043,8960.931193
1115.302125,15317.831100,1378.604799,9420.466126
1115.302424,14168.993767,919.069866,10416.125148
1115.302731,15164.652789,-382.945777,10569.303459
1115.303029,19606.823808,-536.124088,10416.125148
1115.303328,26116.902025,153.178311,9803.411904
1115.303626,29563.414023,-536.124088,8195.039638
1115.303924,24661.708071,-2067.907198,9650.233593
1115.304222,17998.451542,-4671.938485,14322.172078
1115.304520,12330.854035,-4059.225241,15394.420255
1115.304818,9650.233593,-689.302399,13556.280523
1115.305134,6586.667373,919.069866,13403.102212
1115.305433,2144.496354,612.713244,14168.993767
1115.305731,306.356622,1838.139732,16926.203365
1115.306030,4671.938485,3369.922842,15088.063633
1115.306328,10262.946837,6203.721595,11488.373325
1115.306627,14168.993767,6510.078217,10339.535992
1115.306925,14398.761234,3216.744531,9420.466126
1115.307224,15164.652789,-76.589155,9114.109504
1115.307538,15471.009411,-2833.798753,8041.861327
1115.307837,14705.117856,-7046.202306,7275.969772
1115.308136,12637.210657,-10186.357681,8348.217949
1115.308434,11028.838392,-9343.876971,8960.931193
1115.308733,7888.683016,-6127.132440,9420.466126
1115.309032,4059.225241,-2986.977064,11335.195014
1115.309331,612.713244,153.178311,13020.156435
1115.309629,153.178311,3523.101153,13096.745590
1115.309918,-229.767466,6663.256528,10109.768526
1115.310217,-3982.636086,6969.613150,8577.985416
1115.310517,-7199.380617,919.069866,8960.931193
1115.310817,-10186.357681,-4901.705952,10262.946837
1115.311117,-10339.535992,-7046.202306,10262.946837
1115.311417,-11258.605858,-7965.272172,9956.590215
1115.311717,-10033.179370,-7199.380617,10722.481770
1115.312017,-6510.078217,-4059.225241,12560.621502
1115.312316,-229.767466,-0.000000,13939.226301
1115.312616,6739.845684,4825.116796,14322.172078
1115.312915,14705.117856,8041.861327,10109.768526
1115.313214,22134.265939,7888.683016,6127.132440
1115.313513,23053.335805,765.891555,4595.349330
1115.313813,14705.117856,-9343.876971,6356.899906
1115.314112,7582.326394,-16390.079277,7582.326394
1115.314411,2680.620442,-20296.126207,8195.039638
1115.314718,153.178311,-18228.219009,10569.303459
1115.315018,-3063.566220,-9037.520349,13249.923901
1115.315317,-6969.613150,3523.101153,15547.598566
1115.315616,-10799.070925,14245.582923,15394.420255
1115.315915,-13326.513057,20679.071985,14475.350389
1115.316214,-16619.846743,19913.180430,14475.350389
1115.316514,-19836.591274,14628.528700,14475.350389
1115.316813,-16007.133499,4442.171019,12713.799813
1115.317134,-4825.116796,-4901.705952,9650.233593
1115.317434,11182.016703,-11411.784169,6356.899906
1115.317734,24048.994827,-15317.831100,3599.690308
1115.318035,27342.328513,-15011.474478,6127.132440
1115.318335,22900.157494,-7965.272172,8195.039638
1115.318635,11335.195014,-842.480710,9267.287815
1115.318936,-3523.101153,5591.008351,9803.411904
1115.319236,-14245.582923,9114.109504,10875.660081
1115.319555,-19223.878030,9650.233593,11028.838392
1115.319848,-18840.932253,8195.039638,11641.551636
1115.320142,-11105.427547,4135.814397,13096.745590
1115.320435,3446.511997,2910.387909,12637.210657
1115.320729,15624.187722,3829.457775,10569.303459
1115.321023,22593.800872,4288.992708,6739.845684
1115.321316,16773.025054,2604.031287,8195.039638
1115.321610,7429.148083,-229.767466,10416.125148
1115.321927,-2450.852976,-3293.333686,11335.195014
1115.322226,-10339.535992,-6586.667373,11258.605858
1115.322526,-13632.869679,-10645.892614,11182.016703
1115.322825,-12407.443191,-11871.319102,11641.551636
1115.323124,-6050.543284,-8424.807105,12790.388968
1115.323424,153.178311,-689.302399,12560.621502
1115.323723,3906.046930,6203.721595,12407.443191
1115.324022,919.069866,9267.287815,13939.226301
1115.324322,919.069866,9420.466126,11641.551636
1115.324619,1684.961421,8041.861327,9573.644437
1115.324917,4518.760174,2297.674665,7658.915550
1115.325214,4901.705952,-4825.116796,7429.148083
1115.325512,4901.705952,-10952.249236,9267.287815
1115.325809,5667.597507,-12484.032346,11182.016703
1115.326107,4365.581863,-10799.070925,12560.621502
1115.326404,612.713244,-7046.202306,12560.621502
1115.326711,-4135.814397,-1608.372265,12101.086569
1115.327012,-9343.876971,1838.139732,12254.264880
1115.327313,-13479.691368,2450.852976,11641.551636
1115.327614,-12713.799813,1531.783110,9650.233593
1115.327915,-6969.613150,-229.767466,8654.574571
1115.328216,-0.000000,-1302.015643,8501.396260
1115.328517,7888.683016,-995.659021,9343.876971
1115.328818,15011.474478,1684.961421,9190.698660
1115.329098,17998.451542,5591.008351,8731.163727
1115.329403,13709.458834,7275.969772,8654.574571
1115.329708,3599.690308,6050.543284,10416.125148
1115.330013,-7658.915550,1838.139732,10569.303459
1115.330318,-16160.311810,-2374.263820,10492.714303
1115.330623,-20142.947896,-8118.450483,10875.660081
1115.330929,-18381.397320,-12484.032346,11028.838392
1115.331234,-10033.179370,-11718.140791,11641.551636
1115.331507,2680.620442,-7199.380617,11641.551636
1115.331806,13096.745590,1072.248177,10722.481770
1115.332105,18994.110564,8807.752882,9956.590215
1115.332405,17232.559987,12866.978124,9114.109504
1115.332704,10262.946837,12713.799813,9573.644437
1115.333003,1225.426488,9573.644437,8960.931193
1115.333302,-6510.078217,2910.387909,9573.644437
1115.333602,-11947.908258,-5361.240885,10875.660081
1115.333919,-11718.140791,-9880.001059,13096.745590
1115.334217,-4442.171019,-9726.822748,13020.156435
1115.334514,2986.977064,-4901.705952,12101.086569
1115.334812,5973.954129,459.534933,11641.551636
1115.335110,4365.581863,4978.295107,10416.125148
1115.335408,459.534933,6203.721595,10416.125148
1115.335706,-2067.907198,4288.992708,9803.411904
1115.336003,-4978.295107,-1608.372265,9420.466126
1115.336326,-5284.651729,-6893.023995,9497.055282
1115.336622,-1608.372265,-10033.179370,9420.466126
1115.336918,3599.690308,-9726.822748,10416.125148
1115.337214,6586.667373,-6127.132440,10645.892614
1115.337510,5361.240885,-2374.263820,10569.303459
1115.337806,-536.124088,612.713244,11028.838392
1115.338101,-5897.364973,1684.961421,11028.838392
1115.338397,-10645.892614,153.178311,10109.768526
1115.338711,-11871.319102,-2986.977064,9803.411904
1115.339010,-7352.558928,-6280.310751,9267.287815
1115.339308,-229.767466,-8577.985416,9803.411904
1115.339607,7888.683016,-6739.845684,11028.838392
1115.339906,15164.652789,-2067.907198,9956.590215
1115.340204,17998.451542,4748.527641,9114.109504
1115.340503,12790.388968,8654.574571,8960.931193
1115.340802,2986.977064,8195.039638,9956.590215
1115.341109,-7965.272172,4825.116796,11488.373325
1115.341406,-15088.063633,306.356622,11794.729947
1115.341703,-16619.846743,-4901.705952,11947.908258
1115.342001,-13479.691368,-8884.342038,12560.621502
1115.342298,-4748.527641,-7965.272172,12407.443191
1115.342595,4901.705952,-3752.868619,10645.892614
1115.342892,9497.055282,3063.566220,11488.373325
1115.343189,9267.287815,4595.349330,11641.551636
1115.343519,4365.581863,5744.186662,12101.086569
1115.343816,1072.248177,6969.613150,10722.481770
1115.344112,-2221.085509,4748.527641,7429.148083
1115.344408,-4825.116796,-536.124088,8041.861327
1115.344705,-5131.473418,-4365.581863,9803.411904
1115.345001,-2067.907198,-5361.240885,11335.195014
1115.345297,3599.690308,-2986.977064,11564.962480
1115.345594,6893.023995,612.713244,11488.373325
1115.345888,8654.574571,4748.527641,9956.590215
1115.346189,5973.954129,6356.899906,9573.644437
1115.346490,612.713244,5897.364973,9650.233593
1115.346791,-1761.550576,2604.031287,9267.287815
1115.347092,-3829.457775,-2221.085509,9420.466126
1115.347393,-4825.116796,-6280.310751,8807.752882
1115.347694,-4978.295107,-9343.876971,10033.179370
1115.347995,-842.480710,-8424.807105,11641.551636
1115.348330,2986.977064,-3906.046930,11335.195014
1115.348624,5208.062574,1378.604799,10569.303459
1115.348918,919.069866,3829.457775,9573.644437
1115.349212,-4442.171019,2757.209598,10569.303459
1115.349507,-8424.807105,306.356622,11028.838392
1115.349801,-10339.535992,-3752.868619,10875.660081
1115.350095,-8271.628794,-7352.558928,9650.233593
1115.350389,-2450.852976,-8424.807105,9573.644437
1115.350698,5820.775818,-6739.845684,9956.590215
1115.350996,13096.745590,-1914.728887,9956.590215
1115.351295,15777.366033,3216.744531,9956.590215
1115.351593,10722.481770,5744.186662,10262.946837
1115.351892,3599.690308,6050.543284,10262.946837
1115.352190,-5131.473418,4135.814397,10262.946837
1115.352489,-11871.319102,-76.589155,10875.660081
1115.352788,-16466.668432,-6586.667373,12560.621502
1115.353095,-14245.582923,-10339.535992,14781.707011
1115.353393,-4748.527641,-8424.807105,13709.458834
1115.353692,6280.310751,-3293.333686,11335.195014
1115.353991,12790.388968,2450.852976,9803.411904
1115.354290,11488.373325,6050.543284,9803.411904
1115.354589,5514.419196,7275.969772,10416.125148
1115.354888,-2221.085509,4825.116796,10416.125148
1115.355187,-8577.985416,-76.589155,10262.946837
1115.355483,-10492.714303,-5054.884263,9573.644437
1115.355786,-7658.915550,-7658.915550,10416.125148
1115.356089,-1148.837332,-6893.023995,10722.481770
