#time,accel_x,accel_y,accel_z
1160.068927,153.178311,-229.767466,10262.946837
1160.069224,-0.000000,-382.945777,10186.357681
1160.069522,-0.000000,-536.124088,10262.946837
1160.069819,-76.589155,-842.480710,10569.303459
1160.070146,-382.945777,-842.480710,10569.303459
1160.070443,-382.945777,-689.302399,10569.303459
1160.070739,-536.124088,-842.480710,10416.125148
1160.071035,-229.767466,-536.124088,10416.125148
1160.071331,-0.000000,-229.767466,10109.768526
1160.071627,-76.589155,-229.767466,10569.303459
1160.071923,306.356622,-229.767466,10339.535992
1160.072219,-0.000000,-229.767466,10262.946837
1160.072531,-0.000000,-536.124088,10722.481770
1160.072831,-76.589155,-842.480710,10569.303459
1160.073131,-382.945777,-689.302399,10875.660081
1160.073431,-0.000000,-689.302399,10569.303459
1160.073731,-382.945777,-536.124088,10722.481770
1160.074031,-229.767466,-689.302399,10722.481770
1160.074331,-0.000000,-689.302399,10569.303459
1160.074631,-76.589155,-382.945777,10722.481770
1160.074940,2833.798753,-229.767466,10109.768526
1160.075238,5208.062574,-382.945777,10109.768526
1160.075537,9497.055282,-76.589155,9343.876971
1160.075835,13249.923901,-382.945777,9573.644437
1160.076134,18764.343097,306.356622,8807.752882
1160.076432,20372.715363,306.356622,8960.931193
1160.076731,22134.265939,306.356622,9420.466126
1160.077030,22287.444250,1378.604799,9114.109504
1160.077337,19453.645497,2144.496354,9267.287815
1160.077636,18611.164786,1531.783110,9114.109504
1160.077936,14015.815456,1225.426488,9803.411904
1160.078236,13556.280523,612.713244,10339.535992
1160.078536,15777.366033,153.178311,10262.946837
1160.078836,20219.537052,612.713244,10262.946837
1160.079136,27648.685135,1531.783110,9420.466126
1160.079435,31018.607977,1378.604799,7812.093861
1160.079732,24661.708071,-1302.015643,9573.644437
1160.080031,16773.025054,-4825.116796,14015.815456
1160.080330,5973.954129,-6586.667373,17845.273231
1160.080629,2833.798753,-2680.620442,15853.955188
1160.080927,2144.496354,612.713244,15088.063633
1160.081226,459.534933,2144.496354,14934.885322
1160.081525,2527.442131,3216.744531,15700.776877
1160.081824,7735.504705,5284.651729,15547.598566
1160.082152,17232.559987,7275.969772,10339.535992
1160.082447,25733.956248,7888.683016,8041.861327
1160.082743,28644.344157,4442.171019,6969.613150
1160.083038,32856.747709,-1302.015643,5820.775818
1160.083334,34158.763353,-4365.581863,6127.132440
1160.083629,34618.298286,-8118.450483,6127.132440
1160.083925,33699.228420,-11564.962480,6816.434839
1160.084220,27035.971891,-11718.140791,9267.287815
1160.084508,18994.110564,-7199.380617,12713.799813
1160.084809,10722.481770,-3293.333686,13173.334746
1160.085110,1684.961421,765.891555,13786.047990
1160.085411,-6050.543284,4825.116796,14781.707011
1160.085712,-18840.932253,4748.527641,14934.885322
1160.086012,-24891.475537,3829.457775,15317.831100
1160.086313,-21751.320162,1072.248177,12254.264880
1160.086614,-12407.443191,-4365.581863,8807.752882
1160.086913,-1148.837332,-5054.884263,7582.326394
1160.087213,11028.838392,-3446.511997,5361.240885
1160.087513,22900.157494,-2374.263820,5514.419196
1160.087812,31171.786288,2450.852976,7275.969772
1160.088112,29869.770645,5591.008351,7429.148083
1160.088411,23742.638205,5284.651729,8501.396260
1160.088711,12330.854035,1838.139732,9956.590215
1160.089010,-1914.728887,-4518.760174,10799.070925
1160.089317,-18075.040698,-10952.249236,13709.458834
1160.089615,-31401.553755,-15930.544344,15853.955188
1160.089914,-30942.018822,-16849.614210,14322.172078
1160.090212,-27418.917669,-15471.009411,15241.241944
1160.090510,-16007.133499,-7812.093861,14858.296167
1160.090808,2144.496354,3982.636086,12560.621502
1160.091106,22593.800872,14628.528700,7429.148083
1160.091404,39979.539171,20372.715363,3829.457775
1160.091720,43808.996946,19300.467186,3829.457775
1160.092017,41434.733125,16313.490121,3216.744531
1160.092315,30176.127267,7429.148083,4442.171019
1160.092612,12177.675724,-4212.403552,8731.163727
1160.092909,-10492.714303,-14168.993767,13403.102212
1160.093206,-30405.894733,-19683.412963,16236.900966
1160.093503,-42966.516235,-21981.087628,18764.343097
1160.093800,-45800.314989,-17768.684076,18994.110564
1160.094118,-39290.236771,-10492.714303,17462.327454
1160.094418,-22364.033406,-1302.015643,12943.567279
