#time,accel_x,accel_y,accel_z
1185.473499,153.178311,-689.302399,10109.768526
1185.473798,153.178311,-536.124088,10262.946837
1185.474096,-76.589155,-842.480710,10339.535992
1185.474395,-0.000000,-536.124088,10262.946837
1185.474683,-229.767466,-536.124088,10416.125148
1185.474983,306.356622,-536.124088,10416.125148
1185.475283,4059.225241,-382.945777,9956.590215
1185.475583,5973.954129,-229.767466,10262.946837
1185.475883,11641.551636,153.178311,9114.109504
1185.476183,15164.652789,153.178311,9420.466126
1185.476483,19147.288875,-0.000000,9267.287815
1185.476783,22287.444250,612.713244,8960.931193
1185.477082,21827.909317,1684.961421,9803.411904
1185.477382,22593.800872,2757.209598,8424.807105
1185.477681,20066.358741,2450.852976,9267.287815
1185.477980,16926.203365,1991.318043,9956.590215
1185.478280,14551.939545,1072.248177,10262.946837
1185.478579,14245.582923,765.891555,11258.605858
1185.478878,17845.273231,306.356622,10416.125148
1185.479177,23512.870738,1072.248177,10109.768526
1185.479485,27955.041757,459.534933,9420.466126
1185.479787,25274.421315,-1608.372265,9573.644437
1185.480090,20219.537052,-4212.403552,12790.388968
1185.480392,13403.102212,-5208.062574,15930.544344
1185.480695,10875.660081,-2374.263820,14245.582923
1185.480998,10262.946837,1072.248177,12866.978124
1185.481300,7275.969772,765.891555,11488.373325
1185.481603,2680.620442,153.178311,13862.637145
1185.481923,765.891555,-1302.015643,17155.970832
1185.482220,3446.511997,-842.480710,15547.598566
1185.482517,12484.032346,1838.139732,12101.086569
1185.482815,21674.731006,4135.814397,7965.272172
1185.483112,27648.685135,919.069866,6356.899906
1185.483409,32244.034465,-76.589155,6356.899906
1185.483706,36992.562106,-2986.977064,5973.954129
1185.484003,39366.825927,-5361.240885,4978.295107
1185.484241,38294.577750,-8731.163727,4825.116796
1185.484546,30176.127267,-8884.342038,8807.752882
1185.484851,20525.893674,-7505.737239,12330.854035
1185.485156,13403.102212,-3140.155375,15088.063633
1185.485461,10109.768526,1991.318043,14015.815456
1185.485766,3446.511997,5131.473418,13020.156435
1185.486071,-3829.457775,4748.527641,13096.745590
1185.486377,-5744.186662,2144.496354,13249.923901
1185.486694,-4442.171019,-382.945777,11411.784169
1185.486992,-2450.852976,-2680.620442,11641.551636
1185.487291,-1148.837332,-3599.690308,12254.264880
1185.487589,4059.225241,-229.767466,11182.016703
1185.487888,9650.233593,3829.457775,9114.109504
1185.488187,13249.923901,6969.613150,7735.504705
1185.488485,15624.187722,6816.434839,8654.574571
1185.488784,15930.544344,2604.031287,9420.466126
1185.489084,16619.846743,-3140.155375,10033.179370
1185.489381,16083.722655,-6127.132440,11411.784169
1185.489679,15317.831100,-10186.357681,8501.396260
1185.489976,8501.396260,-10799.070925,9420.466126
1185.490273,-1302.015643,-10952.249236,11488.373325
1185.490571,-13020.156435,-6739.845684,14015.815456
